battery.raw,followers.raw,skywalker,left,test.1.raw,test.2.raw,test.3.raw,exam.raw,days
69,3300,1,0,100,100,94,87,TR
81,3100,0,0,97,78,89,77,MWF
79,2600,1,0,100,100,91,97,TR
93,4900,0,0,97,95,94,99,MWF
64,4600,1,0,60,65,61,72,TR
70,5600,0,0,85,41,75,0,MWF
92,300,1,0,99,99,96,86,TR
100,700,1,0,90,99,95,90,TR
51,6800,1,0,48,45,73,42,TR
35,1200,0,0,92,90,96,82,MWF
51,6600,1,0,0,0,0,0,TR
79,2600,0,0,67,76,78,68,MWF
78,4200,0,0,63,32,55,0,MWF
95,7300,1,0,88,74,99,89,TR
87,1500,1,0,90,20,74,71,MWF
73,5300,0,0,93,92,88,87,TR
9,100,0,0,99,83,69,64,MWF
79,1700,0,0,99,99,76,89,MWF
83,2400,1,0,89,96,92,87,TR
98,1000,0,0,87,93,87,84,MWF
73,3500,1,1,81,81,80,81,TR
70,7300,1,0,55,57,47,54,TR
61,5700,0,0,91,92,94,92,MWF
71,1600,1,0,0,0,0,0,TR
85,2500,1,0,67,20,48,31,TR
51,2500,1,0,65,62,63,52,TR
85,4600,0,0,79,76,72,79,MWF
60,2900,1,0,82,67,76,72,Online
51,4000,0,0,85,0,0,0,MWF
93,3100,0,0,59,75,69,70,Online
87,7700,1,0,50,59,55,60,TR
96,2300,0,0,99,94,70,93,MWF
75,2300,1,0,95,84,87,80,TR
96,600,0,0,95,91,100,85,MWF
88,1500,1,0,88,94,90,86,TR
90,4900,1,0,88,70,87,76,TR
0,0,0,0,76,61,60,64,MWF
85,8300,1,0,95,94,90,94,TR
100,300,0,0,98,89,100,91,MWF
44,800,1,0,79,90,90,90,TR
100,1600,0,0,96,98,91,96,TR
86,1400,1,0,96,100,99,92,TR
94,1200,0,0,93,94,97,80,MWF
55,6400,1,0,70,44,51,50,MWF
80,6600,1,0,63,95,92,91,TR
52,3100,1,0,64,65,51,67,MWF
90,1500,1,0,86,70,72,79,TR
45,3200,0,0,27,22,59,69,MWF
56,2300,0,0,98,0,0,0,MWF
86,2900,1,0,82,100,95,96,TR
54,1000,1,0,26,66,40,20,TR
60,600,0,0,73,60,75,75,MWF
97,3500,0,0,93,97,88,86,MWF
87,5500,1,0,93,93,85,90,TR
73,2300,0,0,67,97,79,60,MWF
72,7100,1,0,30,80,90,67,MWF
91,5700,0,0,95,80,81,89,MWF
59,8500,1,0,50,0,0,0,TR
100,300,0,0,83,96,97,93,TR
100,1000,0,0,97,83,89,96,MWF
83,7200,1,0,63,80,81,62,Online
84,4900,0,0,95,98,97,79,TR
65,3900,0,0,48,47,55,47,MWF
100,600,0,0,95,98,90,84,TR
68,300,0,0,74,70,77,48,MWF
67,6900,1,0,65,52,35,41,MWF
95,1500,1,0,93,98,95,95,TR
64,2600,1,0,72,82,80,72,TR
76,2100,0,1,95,95,89,60,Online
89,2000,1,1,41,80,0,0,Online
67,5500,0,0,91,89,98,92,MWF
81,8700,1,0,72,76,78,64,TR
80,6400,1,0,90,90,90,90,TR
82,4800,1,0,74,95,87,74,Online
100,1800,0,0,100,100,100,93,MWF
46,5300,0,0,96,88,0,0,MWF
99,1700,0,0,92,89,96,89,MWF
61,700,0,0,83,63,82,87,Online
100,500,0,0,97,98,100,94,MWF
86,3500,1,0,91,0,0,0,TR
92,5100,0,0,98,86,98,86,MWF
60,1300,0,0,86,88,82,91,MWF
71,4000,0,0,72,76,56,88,MWF
93,6200,1,0,98,89,100,95,TR
55,1300,0,1,87,42,57,57,Online
89,3400,1,0,95,99,83,85,TR
48,2700,0,0,44,0,0,0,MWF
46,700,0,0,56,83,59,57,MWF
100,300,0,0,97,93,76,88,Online
87,1000,1,0,100,100,100,100,TR
95,4900,0,0,85,90,79,75,MWF
55,5100,1,0,0,0,0,0,TR
100,300,1,0,100,87,96,96,TR
70,6500,1,0,93,96,80,81,MWF
97,2200,1,0,62,40,0,0,TR
69,5900,1,0,92,93,77,72,TR
47,700,1,0,93,88,86,86,MWF
90,2800,0,0,70,68,67,68,Online
73,5200,1,0,54,64,55,74,MWF
78,7600,1,0,37,36,31,41,TR
76,6300,1,0,69,83,74,82,TR
85,3200,1,0,92,100,91,79,TR
73,2600,1,0,36,33,62,16,TR
82,1200,1,0,88,93,98,83,TR
74,5100,1,0,77,61,67,70,MWF
85,10900,1,0,92,82,88,82,TR
64,6300,0,0,62,90,92,92,MWF
92,5900,1,0,91,79,79,92,TR
80,2300,0,0,90,100,89,89,MWF
100,1200,0,0,92,85,93,80,MWF
57,1200,1,0,92,89,87,79,TR
60,2100,1,0,94,87,65,76,TR
66,5900,1,0,79,72,76,76,TR
70,6300,0,0,88,86,67,67,MWF
94,3400,0,0,68,55,68,55,TR
100,600,0,0,85,97,100,85,Online
88,5100,1,0,76,92,70,54,TR
100,1300,0,0,83,83,94,83,Online
84,2700,1,1,90,97,92,96,Online
77,9100,1,0,98,92,89,84,TR
87,900,0,0,80,85,81,80,MWF
78,2500,0,0,70,55,63,41,MWF
89,2500,0,0,89,78,80,55,Online
84,4800,1,0,62,39,52,54,MWF
53,1700,0,0,77,87,71,87,MWF
72,2800,0,0,100,77,81,87,MWF
0,0,0,1,72,68,0,0,MWF
98,2100,1,1,93,92,97,97,TR
51,2900,1,0,64,77,74,74,TR
97,2700,1,0,83,96,83,86,TR
67,3700,0,0,76,79,90,79,MWF
87,4600,1,0,79,69,80,80,TR
70,6000,0,0,100,95,92,87,MWF
62,1800,0,0,97,100,79,79,MWF
55,2400,1,0,40,39,44,33,TR
74,9500,1,0,63,62,62,60,TR
75,1700,0,0,50,63,54,63,MWF
62,3000,1,0,53,71,67,68,TR
82,5500,1,1,0,0,0,0,Online
97,1300,0,0,94,93,86,79,TR
100,1400,0,0,85,78,98,78,Online
88,2400,1,0,65,68,82,84,TR
97,700,1,0,94,36,75,65,TR
80,600,0,0,90,99,82,86,MWF
52,5500,1,0,68,70,73,73,TR
44,1200,1,0,79,69,77,77,TR
67,600,0,0,88,92,84,73,MWF
65,2000,1,0,97,97,86,86,TR
94,1500,0,0,87,78,91,70,MWF
72,6000,1,0,88,58,82,69,TR
80,1300,0,0,65,73,74,77,Online
80,6600,1,0,72,60,46,41,MWF
75,1400,0,0,84,61,68,75,MWF
82,5600,1,0,73,85,60,39,TR
94,1100,0,0,88,82,75,88,Online
80,500,0,1,0,0,0,0,Online
57,4500,1,0,60,0,0,0,TR
81,6500,1,0,78,71,69,61,TR
92,4300,0,0,34,0,0,0,Online
25,400,0,0,98,98,75,83,MWF
68,5200,1,0,77,77,56,56,TR
66,7700,1,1,92,74,74,83,TR
81,2600,0,0,84,0,55,55,Online
97,6100,1,0,68,93,85,88,TR
67,1600,1,0,83,79,74,61,TR
86,3400,0,0,91,90,83,90,MWF
66,8200,0,0,69,0,0,0,MWF
79,5100,0,0,0,0,0,0,MWF
70,5700,1,0,62,62,69,62,TR
91,6200,1,0,36,10,20,17,TR
82,5500,1,0,98,88,88,88,TR
34,300,0,0,100,80,85,63,MWF
77,4500,0,0,40,44,60,48,TR
25,300,0,0,92,93,46,55,MWF
58,5500,1,0,94,76,82,74,TR
56,7100,0,0,64,72,68,72,MWF
4,100,1,1,85,65,61,48,MWF
47,3900,0,0,95,97,80,81,MWF
65,5400,1,0,88,84,93,70,TR
71,2800,1,0,87,76,63,59,TR
61,5100,0,0,100,96,85,84,MWF
66,2800,0,1,61,98,84,61,MWF
61,1900,1,0,81,90,71,63,MWF
44,2600,0,0,100,88,93,88,MWF
54,700,1,0,70,100,85,86,TR
64,2300,0,0,82,76,78,76,MWF
93,5500,1,0,89,83,90,90,TR
86,1400,0,0,91,74,90,80,MWF
78,7400,1,0,69,35,0,0,TR
98,6100,1,0,92,95,97,92,TR
96,5200,1,0,51,85,66,87,TR
91,4000,0,0,65,63,80,63,Online
75,6200,1,0,65,35,42,35,TR
75,2200,1,0,94,83,83,84,TR
32,3600,1,0,0,0,0,0,TR
61,7200,1,0,71,63,79,63,MWF
67,8800,1,0,89,54,56,85,TR
23,300,1,0,0,0,0,0,MWF
75,5400,0,0,92,87,73,70,MWF
88,3300,1,0,0,0,0,0,TR
62,2600,0,0,77,84,65,60,MWF
92,7000,1,0,87,80,86,86,Online
82,4800,0,0,93,79,88,68,TR
67,6500,1,0,82,78,88,79,MWF
99,5700,1,0,89,93,91,77,MWF
70,4000,0,0,78,80,61,74,MWF
63,5100,1,0,40,17,18,17,TR
76,600,1,1,62,67,63,63,TR
52,1000,1,0,0,43,0,0,TR
66,2800,1,0,75,92,82,82,TR
87,5500,1,0,91,73,83,75,TR
89,1600,0,0,89,86,71,74,MWF
36,2700,1,0,94,57,56,60,TR
89,1400,0,0,57,64,90,78,MWF
100,300,0,0,73,91,84,64,Online
87,1700,1,0,64,63,64,68,TR
73,1500,0,0,97,96,97,88,MWF
89,600,0,0,79,78,85,72,MWF
85,2600,1,0,92,100,90,81,TR
66,3400,1,0,98,53,78,60,MWF
100,400,0,0,91,92,65,77,TR
95,5000,1,0,84,46,78,73,TR
51,900,1,0,0,0,0,0,TR
88,600,1,0,30,0,0,0,TR
50,700,1,0,75,75,63,63,MWF
91,1300,1,0,66,85,80,67,Online
73,1400,0,0,66,73,62,77,MWF
81,1300,1,0,83,68,0,0,TR
83,3200,0,0,94,99,0,73,TR
77,4200,0,0,71,65,80,62,TR
73,1300,1,0,64,90,78,82,TR
0,0,1,0,42,48,0,0,TR
85,1900,0,0,87,81,85,90,TR
75,300,0,0,91,99,89,93,MWF
80,2200,1,0,83,82,89,94,TR
90,3000,0,0,99,89,72,89,Online
94,2900,1,0,68,56,56,56,TR
95,1900,1,0,90,80,87,88,TR
81,4200,0,0,100,93,89,86,MWF
69,3500,0,0,97,40,35,44,Online
67,6900,1,0,54,60,23,52,TR
97,1500,1,0,79,88,58,88,TR
62,2900,0,0,90,78,77,63,MWF
64,3000,0,0,88,76,76,61,TR
83,3500,1,0,55,68,93,73,TR
80,5800,1,0,88,65,92,82,TR
50,700,0,0,93,59,63,73,MWF
68,4000,0,0,79,93,82,79,MWF
92,5900,0,0,90,100,70,87,MWF
69,3300,1,0,0,0,0,0,TR
66,2400,1,0,64,55,51,40,TR
66,4500,0,0,77,87,80,80,MWF
64,2800,1,0,72,91,83,72,TR
71,9700,1,0,40,48,60,41,TR
69,6200,0,0,51,54,44,33,MWF
95,2800,1,0,88,86,88,85,TR
96,1500,0,0,100,91,62,64,MWF
90,2050,0,0,93,68,86,84,TR
70,1100,0,0,0,0,0,0,MWF
81,1100,0,0,0,0,0,0,MWF
65,3700,0,0,39,0,0,0,Online
62,7500,1,0,89,99,90,81,TR
47,1200,0,0,72,37,68,65,MWF
87,7800,1,0,70,81,77,81,TR
64,1400,1,0,89,67,84,74,TR
90,6100,1,0,54,61,73,54,TR
85,7200,1,0,58,46,37,41,TR
60,4500,0,0,52,56,50,56,MWF
93,4600,1,0,85,91,88,71,MWF
61,5400,0,0,87,0,69,69,MWF
96,600,1,0,57,55,63,55,TR
91,5100,0,0,86,92,93,86,MWF
71,6100,1,0,95,85,88,93,TR
67,3400,0,0,61,27,49,30,MWF
66,6000,1,0,64,14,36,76,TR
85,3500,0,0,68,85,72,72,MWF
77,1300,1,0,80,74,74,74,TR
68,6500,1,0,52,62,68,62,TR
84,600,0,0,85,95,72,77,TR
63,2500,1,0,96,100,82,81,TR
66,4100,1,0,92,73,84,77,TR
76,2800,1,0,84,86,86,70,TR
69,6300,1,0,36,49,37,0,Online
51,6700,1,0,49,28,53,39,TR
93,3100,1,0,83,88,83,81,TR
85,8000,1,1,96,100,91,98,TR
0,0,0,0,68,0,0,0,MWF
77,3000,1,0,46,63,53,39,TR
88,800,0,0,97,88,86,74,TR
55,5000,1,0,40,69,41,65,TR
70,5900,1,0,75,68,68,0,TR
93,300,0,0,79,97,100,85,TR
48,600,0,0,69,87,79,69,MWF
67,11500,1,0,30,27,29,24,Online
38,500,0,0,98,100,86,100,MWF
32,700,0,0,0,0,0,0,MWF
83,2700,1,0,74,85,57,88,TR
100,1400,0,0,100,100,100,87,Online
93,5500,1,0,100,100,92,93,TR
85,300,0,0,99,91,90,80,MWF
94,6800,0,0,97,100,100,91,TR
87,3700,1,0,90,75,72,73,MWF
79,1500,1,0,78,84,80,75,TR
46,1000,0,0,51,34,41,16,MWF
92,7400,1,0,77,73,65,73,TR
83,1500,0,0,87,70,75,87,MWF
70,4400,0,0,100,95,99,97,MWF
84,5300,0,0,81,82,89,84,Online
74,6800,1,0,85,62,76,69,TR
72,5700,0,0,97,100,88,98,MWF
51,600,0,0,93,92,68,84,MWF
86,2000,1,0,54,54,41,22,TR
72,3500,0,0,81,73,67,76,MWF
100,4400,1,0,93,100,97,99,TR
61,6600,1,0,63,59,41,40,TR
99,3800,1,0,95,92,89,89,TR
94,4000,0,0,56,60,60,60,TR
67,1800,0,0,80,85,89,78,MWF
75,2600,1,0,81,97,91,68,TR
97,4100,1,0,96,89,63,89,TR
75,300,0,0,74,66,67,84,MWF
75,600,1,0,61,70,74,70,TR
96,600,0,0,100,99,96,94,MWF
72,7800,0,0,73,71,84,74,TR
67,2000,1,1,2,30,27,68,Online
70,2000,0,0,0,0,0,0,MWF
31,600,0,0,0,0,0,0,MWF
88,3900,1,0,90,87,84,78,TR
82,4500,1,0,89,86,84,85,TR
71,2000,0,0,93,56,44,93,MWF
77,4400,0,0,87,83,72,87,Online
81,5000,1,0,71,38,83,72,TR
76,7400,0,0,68,83,75,83,MWF
51,1800,1,0,64,51,70,52,TR
55,4100,0,0,100,99,84,95,MWF
91,3000,1,0,68,74,56,82,TR
82,3600,1,0,34,57,69,41,TR
82,1900,1,0,70,57,59,56,TR
81,1100,0,0,100,89,85,82,TR
80,6300,0,0,93,95,89,90,TR
88,8900,1,0,91,99,94,93,TR
65,2500,1,0,63,54,66,60,TR
85,300,0,0,86,98,88,78,MWF
81,4600,0,0,87,93,90,90,TR
75,5300,0,0,53,44,47,36,TR
99,2700,1,0,90,65,88,84,TR
85,5700,1,0,84,54,60,54,TR
51,6600,1,0,71,51,75,51,TR
100,600,0,0,99,90,94,89,Online
91,4000,0,1,82,83,74,79,Online
96,2500,1,0,90,76,88,85,TR
52,2100,1,0,37,95,89,44,TR
85,5800,1,0,84,98,100,99,TR
89,1200,1,0,82,85,62,87,TR
80,3600,0,0,96,53,79,85,MWF
68,2500,1,0,92,89,67,48,TR
86,3700,1,0,65,72,47,0,TR
77,6100,1,0,75,84,79,29,Online
81,4400,0,0,98,98,92,93,MWF
98,1600,0,0,89,86,94,87,MWF
77,4900,1,0,73,76,66,81,MWF
68,300,0,0,74,69,77,60,MWF
96,3300,0,0,88,72,76,88,Online
86,2500,0,0,98,93,100,100,TR
88,3700,1,0,78,95,89,90,MWF
97,900,0,0,75,77,92,86,MWF
100,100,0,1,84,91,89,72,Online
89,5400,0,0,75,87,62,76,TR
76,8600,1,0,22,31,30,26,TR
99,2100,0,1,100,86,65,86,Online
58,3500,0,0,94,88,87,85,MWF
72,2300,1,0,64,44,63,60,MWF
23,2700,1,0,88,0,0,0,TR
81,6400,1,0,95,73,84,81,TR
94,5400,1,0,90,89,87,75,TR
86,800,0,0,70,45,76,39,Online
86,8000,0,0,100,89,91,95,Online
100,6200,1,0,88,98,84,72,TR
77,3500,0,0,90,86,89,90,MWF
99,3400,1,0,93,91,77,81,TR
84,8100,1,0,89,77,92,77,TR
87,5500,1,0,87,71,79,80,TR
78,900,1,1,100,100,72,91,TR
95,3100,0,0,96,100,85,85,Online
93,4900,0,0,98,93,97,85,MWF
92,7300,1,0,96,79,74,95,TR
89,4300,0,0,99,100,100,96,MWF
62,900,0,0,60,0,0,0,TR
95,900,0,0,80,59,86,68,MWF
91,1300,0,1,76,82,81,82,TR
75,300,1,0,83,86,86,70,TR
90,3500,0,0,82,91,82,82,MWF
50,700,1,1,29,53,40,0,Online
100,400,0,0,89,95,95,84,MWF
88,2700,1,0,92,75,76,73,TR
69,2700,1,0,63,62,40,40,TR
88,2700,0,0,84,80,89,89,MWF
96,2400,1,0,100,70,65,84,TR
93,800,0,0,100,84,95,96,Online
60,4600,0,0,69,82,80,76,MWF
67,4300,0,0,51,52,30,20,MWF
63,1300,1,0,95,93,84,84,MWF
95,6500,1,0,80,71,80,89,TR
46,800,0,0,79,55,54,34,MWF
100,4300,0,0,88,82,85,85,MWF
87,5200,1,0,57,65,62,52,TR
98,1300,0,0,62,80,42,50,MWF
83,3300,1,0,78,86,86,87,MWF
87,6800,1,0,76,63,96,79,TR
85,2600,1,0,17,0,0,0,MWF
85,2100,0,0,93,97,86,86,TR
28,1000,1,0,0,0,0,0,TR
32,700,0,0,95,100,96,98,Online
69,800,0,0,79,97,94,97,MWF
100,2500,0,0,93,94,99,93,MWF
94,2500,1,0,92,100,95,90,TR
46,1200,0,0,76,67,66,67,MWF
90,5400,1,0,61,78,72,62,TR
95,1900,1,0,91,95,93,91,TR
84,900,0,0,89,90,81,74,MWF
100,900,0,0,73,87,72,76,TR
100,1800,1,0,100,100,95,99,TR
93,3500,1,0,96,100,100,96,TR
76,1900,1,0,65,46,78,46,TR
83,5400,0,0,100,100,89,89,MWF
95,900,0,0,82,61,71,69,MWF
95,9000,0,0,88,87,64,87,Online
84,3600,0,0,61,60,91,69,Online
73,4100,0,0,95,97,95,95,MWF
97,3700,0,0,96,93,95,86,TR
98,900,1,0,95,90,86,78,TR
91,4700,1,0,60,70,60,60,TR
89,5800,0,0,89,98,88,88,Online
85,6500,1,0,30,31,10,26,MWF
98,500,0,0,90,99,90,92,Online
81,5800,1,0,34,41,66,34,TR
68,1500,1,0,45,50,55,46,TR
86,2200,1,0,93,100,100,97,TR
82,2600,1,0,87,94,74,87,TR
38,1000,1,0,0,0,0,0,TR
0,0,1,0,95,88,86,82,MWF
75,1300,0,0,61,49,54,0,MWF
99,2400,0,1,100,100,100,99,Online
77,5800,1,0,88,48,81,78,TR
77,4300,1,1,94,94,67,95,Online
64,6200,1,0,67,80,85,60,MWF
92,3700,0,0,93,70,70,74,Online
81,6200,0,0,0,0,0,0,MWF
85,300,1,0,67,78,69,63,TR
79,4700,1,0,93,86,90,82,TR
55,600,0,0,0,78,61,43,MWF
66,2100,1,0,51,26,43,42,TR
81,2800,0,0,83,50,95,62,MWF
77,4700,0,0,56,56,58,61,MWF
75,2300,0,0,90,68,90,72,Online
72,2800,1,1,79,84,77,77,TR
54,3000,0,0,28,9,0,0,TR
72,6300,1,0,99,71,80,70,TR
78,2300,0,0,68,84,65,84,MWF
67,6100,1,0,85,90,53,36,TR
93,3600,1,0,97,91,97,75,TR
100,900,0,0,83,75,76,85,TR
90,2600,1,0,90,99,98,87,TR
70,2600,1,0,88,66,70,78,TR
71,2800,0,0,100,98,85,85,MWF
62,5600,0,0,23,59,82,86,Online
100,600,0,0,0,0,0,0,MWF
94,3400,0,0,100,95,93,100,MWF
97,6300,0,0,87,82,81,81,MWF
81,3600,1,0,69,20,80,66,TR
69,6000,1,0,88,89,77,74,TR
84,2500,1,0,100,0,0,0,TR
86,700,0,0,98,100,97,78,TR
82,2400,0,0,92,79,83,80,MWF
93,2600,1,0,91,92,94,88,TR
54,6400,1,0,46,47,42,42,TR
94,1700,0,0,95,93,90,95,TR
78,2900,0,0,53,100,68,81,MWF
59,5800,0,0,91,97,88,88,MWF
100,300,0,0,88,95,91,84,TR
67,1700,0,0,74,65,71,65,MWF
67,3100,1,0,51,43,45,72,TR
73,2400,1,0,88,83,77,81,TR
69,2500,0,0,52,48,88,73,MWF
62,6700,0,0,0,0,0,0,MWF
76,6400,1,0,55,61,60,62,TR
91,8900,0,0,78,72,75,90,MWF
61,1300,1,0,85,74,87,73,MWF
100,1100,1,0,90,94,89,86,TR
92,5400,0,0,97,97,99,96,MWF
88,6400,1,0,100,99,75,90,TR
85,1300,0,0,67,83,66,29,Online
17,300,1,0,79,68,69,73,MWF
74,5000,1,0,97,80,89,85,TR
88,6400,1,0,80,96,92,83,TR
36,1300,1,0,34,36,41,34,MWF
86,2200,1,0,0,0,0,0,TR
50,1300,0,0,39,21,28,26,Online
91,5900,1,0,94,98,90,76,TR
70,4600,1,0,84,75,69,69,Online
63,5200,1,0,26,52,47,0,TR
100,1500,1,0,100,98,97,92,TR
72,4900,0,0,83,78,79,79,MWF
87,5200,0,0,96,89,66,80,MWF
69,7000,1,0,59,56,37,18,TR
86,2300,1,0,72,72,66,56,TR
80,4800,1,0,43,64,64,0,TR
72,3100,1,0,62,85,60,60,TR
74,3900,1,0,60,65,59,64,MWF
75,400,1,0,93,90,72,93,TR
58,5000,0,0,66,4,18,4,MWF
87,4800,0,0,96,90,83,81,MWF
74,5200,1,0,62,61,65,53,TR
45,1000,0,0,94,62,73,81,Online
87,7800,0,0,90,90,93,93,Online
56,3500,1,0,85,86,92,85,MWF
72,6000,1,0,79,72,78,72,TR
82,1000,0,0,80,68,92,72,MWF
98,5300,0,0,89,95,87,89,TR
61,3400,1,0,35,31,40,35,TR
57,2800,0,0,0,0,0,0,MWF
46,1100,0,0,61,74,68,68,MWF
72,6400,0,0,70,92,55,71,TR
66,8300,1,0,0,0,0,0,TR
80,1600,1,0,90,66,74,70,TR
76,2500,1,0,69,80,71,60,TR
96,1500,0,1,92,86,91,75,Online
75,300,0,0,79,79,95,79,MWF
89,4400,1,0,91,97,72,79,TR
95,3900,1,0,90,91,75,91,TR
72,700,1,0,63,36,59,36,TR
71,600,0,0,74,69,81,81,TR
39,2100,1,0,73,83,73,69,TR
73,2000,1,0,84,96,84,74,TR
45,1400,1,1,88,85,60,82,Online
85,4400,1,0,66,75,58,58,MWF
89,4350,1,0,97,94,85,100,TR
73,7100,1,0,0,0,0,0,TR
54,5300,1,0,86,77,45,0,MWF
74,5100,1,0,91,93,75,74,TR
46,3300,0,0,0,0,0,0,MWF
69,7100,1,0,86,60,69,80,TR
98,1200,0,0,95,99,88,86,Online
63,3100,1,0,86,56,61,60,TR
46,1200,1,0,94,92,96,94,TR
80,4000,0,0,79,74,68,68,MWF
99,4800,0,0,98,100,94,94,Online
89,3500,0,0,86,85,72,57,Online
89,900,1,0,72,69,61,61,TR
89,3800,0,0,96,100,91,92,Online
50,4900,1,0,25,90,94,76,MWF
50,3600,1,0,40,29,0,0,TR
56,6300,1,0,61,66,66,67,TR
87,4300,0,0,94,68,64,78,MWF
81,700,0,0,96,75,75,84,Online
64,1200,0,0,47,38,46,40,MWF
61,3600,0,1,85,70,77,67,Online
95,1600,0,0,97,67,73,84,MWF
69,900,0,0,91,90,92,89,MWF
94,4000,1,0,77,99,80,81,TR
65,800,1,0,98,97,99,82,TR
69,6100,1,0,69,55,79,87,TR
74,1800,1,0,98,95,97,93,TR
71,2300,1,0,82,82,81,73,TR
62,7100,1,0,70,80,66,66,TR
49,4000,1,0,84,97,91,86,TR
77,3400,0,0,83,81,88,87,MWF
82,5300,1,0,56,40,27,33,TR
97,1600,1,0,83,73,83,86,TR
72,5800,1,0,96,94,94,94,Online
47,2500,0,0,62,30,77,70,MWF
64,5000,1,0,67,88,78,90,TR
45,1100,1,0,72,78,58,61,MWF
100,3100,0,0,80,67,81,90,MWF
75,3000,1,0,49,44,57,34,TR
66,3400,1,0,47,55,43,51,TR
100,300,0,0,98,94,92,90,TR
89,5900,1,0,76,82,89,87,TR
66,4800,1,0,0,0,0,0,TR
100,300,0,0,100,43,69,0,MWF
25,500,0,0,91,89,100,98,MWF
68,300,0,0,92,66,0,64,MWF
99,2900,0,0,98,100,90,87,Online
93,5800,1,0,89,85,93,93,TR
58,3200,0,0,57,71,45,0,MWF
80,3800,1,0,97,100,89,92,TR
78,8900,1,0,74,94,95,98,MWF
43,3600,0,0,91,0,0,0,Online
68,900,1,0,88,76,95,68,MWF
96,2500,1,1,95,84,87,77,Online
76,600,1,0,69,71,69,91,TR
72,3200,1,1,78,83,74,60,TR
97,2500,1,0,63,67,0,0,TR
89,4300,1,0,85,93,85,66,TR
75,8500,1,0,67,36,32,0,MWF
71,4500,0,0,96,93,90,93,MWF
93,5800,1,0,67,79,78,98,TR
84,1700,0,0,61,66,51,75,MWF
61,6400,1,0,0,0,8,0,Online
83,4000,1,0,45,45,38,29,TR
60,5700,1,0,38,19,20,39,TR
89,3300,1,0,86,86,90,86,TR
69,8000,1,0,17,0,0,0,TR
65,4600,1,0,35,0,48,26,TR
82,5000,1,0,75,34,0,0,TR
75,2700,1,0,61,0,0,0,TR
86,4900,0,0,82,89,85,74,MWF
63,1000,0,0,74,54,69,41,TR
96,4300,1,0,100,100,100,92,TR
78,5600,1,0,66,62,71,62,TR
75,4500,0,0,95,83,69,69,MWF
60,3200,1,0,60,0,0,0,TR
99,3500,1,0,94,64,74,74,TR
90,5100,1,0,99,99,86,84,TR
86,5400,0,0,94,93,84,82,MWF
68,3000,0,1,70,0,0,0,Online
46,1300,1,0,86,82,82,82,MWF
52,1000,0,0,76,56,65,73,MWF
64,5800,1,0,58,49,68,39,TR
83,8300,0,0,94,83,0,90,MWF
71,4500,1,0,73,24,0,38,TR
59,4600,0,0,45,55,58,44,MWF
63,4300,1,1,62,63,44,49,TR
83,5600,1,0,92,98,84,92,TR
59,2000,0,0,73,50,100,60,MWF
100,1100,0,0,95,86,96,87,Online
80,2600,1,0,88,88,86,83,TR
100,1000,0,0,74,70,73,74,MWF
69,5300,1,0,90,94,80,89,TR
92,5100,0,0,85,85,83,83,Online
80,6500,1,0,87,93,87,93,MWF
87,600,1,0,83,97,100,97,TR
72,1700,1,0,53,0,0,0,TR
93,2800,1,0,86,77,89,77,TR
84,600,1,0,74,89,62,52,TR
69,2900,0,0,80,93,92,82,MWF
93,3100,1,0,77,82,82,71,TR
66,3700,0,0,59,0,0,0,MWF
97,4000,1,0,98,90,83,84,TR
95,1400,1,0,70,82,83,82,TR
84,3500,1,0,100,100,90,88,TR
72,1000,1,0,44,20,52,36,TR
93,900,0,0,83,86,84,86,MWF
88,4900,0,0,91,100,95,91,Online
93,400,1,0,99,99,89,88,TR
83,6100,0,0,65,65,100,76,Online
67,9900,1,0,82,82,72,72,TR
100,900,0,0,99,91,98,93,MWF
94,2200,1,0,80,80,72,77,TR
64,3700,1,0,68,57,41,41,TR
80,6200,1,0,77,68,60,68,TR
53,7500,0,0,47,70,53,84,MWF
59,1500,0,0,57,57,72,82,MWF
80,5500,1,1,69,0,0,0,Online
51,2400,0,0,68,78,61,61,Online
80,6500,1,0,81,82,80,60,MWF
83,3400,1,0,88,81,88,76,TR
70,9200,1,0,0,0,0,0,TR
87,900,0,0,94,78,100,95,TR
46,2600,1,0,54,40,60,50,MWF
77,1900,0,0,79,82,63,79,MWF
43,300,1,0,94,93,64,93,TR
55,2300,0,0,71,23,50,75,MWF
88,7300,1,0,98,95,98,96,TR
100,1600,1,1,100,87,79,65,Online
74,500,1,1,96,85,96,94,Online
95,4100,0,1,91,100,100,77,TR
46,4000,1,0,80,67,89,86,TR
43,300,1,0,0,18,0,0,TR
100,1600,1,0,74,0,0,0,TR
68,5100,0,0,75,94,78,81,MWF
87,8200,0,0,96,90,95,87,Online
51,1800,0,1,83,56,0,0,MWF
81,2900,1,0,84,53,79,75,MWF
86,1300,0,0,58,61,73,70,MWF
76,3200,1,0,94,96,82,84,TR
82,3700,1,0,73,67,57,61,TR
72,5400,1,0,24,69,52,52,TR
71,5300,1,0,81,28,0,0,TR
91,5100,1,0,89,76,69,76,TR
26,1000,1,0,68,88,0,0,MWF
61,4100,1,0,95,100,81,86,TR
74,6900,0,0,91,0,63,60,Online
89,900,0,0,97,98,98,98,MWF
85,3800,1,1,68,83,77,68,Online
77,1800,0,0,77,93,80,80,Online
53,5400,1,0,93,67,67,69,TR
87,2700,1,0,79,78,63,63,TR
100,300,1,0,72,96,93,94,TR
80,5500,1,0,73,64,48,65,TR
